t_rel_s,t_unix,touch_t_stm_s,force_net_n,load_cell_raw_n,load_cell_voltage_v,touch_i_final,v00,v01,v02,v03,v04,v10,v11,v12,v13,v14,v20,v21,v22,v23,v24,v30,v31,v32,v33,v34,v40,v41,v42,v43,v44
3.5776,1782562479.4406,2929.731261,0.0000,0.0000,0.00000,3.1167,3.3000,3.3000,3.3000,3.2936,3.2936,3.3000,3.3000,3.2984,3.2855,3.2903,3.2807,3.2863,3.2847,3.2847,3.2936,3.2734,3.2879,3.2887,3.3000,3.2992,2.1259,0.0717,3.2968,3.2919,3.2919
3.5784,1782562479.4415,2929.732462,0.0000,0.0000,0.00000,3.1187,3.3000,3.2936,3.2968,3.2847,3.2895,3.2605,3.2863,3.2863,3.2952,3.2968,3.2815,3.2952,3.2936,3.3000,3.3000,3.3000,3.3000,3.3000,3.2984,3.2952,2.1678,0.0838,3.2863,3.2839,3.2927
3.5796,1782562479.4427,2929.733657,0.0000,0.0000,0.00000,3.1221,3.2662,3.2863,3.2863,3.2936,3.2976,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.3000,3.2952,3.2919,3.2871,3.2871,3.2831,3.2911,2.1936,0.1257,3.2871,3.2927,3.2944
3.5808,1782562479.4438,2929.734857,0.0000,0.0000,0.00000,3.1358,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2871,3.2927,3.2911,3.2863,3.2911,3.2847,3.2919,2.9333,3.0566,3.2911,3.2992,3.2992,2.5465,0.6737,3.2984,3.2815,3.2936
3.5832,1782562479.4462,2929.736058,0.0000,0.0000,0.00000,3.1180,3.3000,3.2927,3.2936,3.2823,3.2919,3.2541,3.2855,3.2831,3.2911,3.2936,3.2694,3.2895,3.2879,3.2936,3.2976,2.7689,2.1130,3.3000,3.2404,3.2903,2.6940,1.4433,3.2952,3.2130,3.2871
3.5836,1782562479.4467,2929.737259,0.0000,0.0000,0.00000,3.1152,3.2541,3.2823,3.2839,3.2911,3.2944,3.2839,3.2984,3.2944,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,2.7270,1.7632,3.2887,3.1815,3.2911,2.7625,1.7294,3.2807,3.1832,3.2968
3.5845,1782562479.4476,2929.738462,0.0000,0.0000,0.00000,3.1121,3.2960,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2895,3.2903,3.2952,3.2863,3.2887,3.2807,3.2936,2.6626,1.6238,3.2879,3.1437,3.2976,2.7754,1.8599,3.3000,3.1445,3.2936
3.5856,1782562479.4486,2929.739657,0.0000,0.0000,0.00000,3.1048,3.3000,3.3000,3.3000,3.2879,3.2903,3.2670,3.2847,3.2855,3.2871,3.2952,3.2605,3.2799,3.2815,3.2936,3.2976,2.6360,1.5505,3.2976,3.0792,3.2952,2.8334,1.9300,3.2919,3.1042,3.2919
3.5883,1782562479.4513,2929.742057,0.0000,0.0000,0.00000,3.1066,3.2557,3.2823,3.2863,3.2927,3.2960,3.2815,3.2952,3.2960,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2936,2.6674,1.5311,3.2919,3.0542,3.2903,2.8407,1.9357,3.2871,3.0937,3.2944
3.5894,1782562479.4525,2929.743260,0.0000,0.0000,0.00000,3.1061,3.2871,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.2968,3.2968,3.2871,3.2911,2.6497,1.5207,3.2871,3.0389,3.2976,2.7996,1.9421,3.2984,3.0792,3.2936
3.5905,1782562479.4536,2929.744457,0.0000,0.0000,0.00000,3.1018,3.3000,3.3000,3.3000,3.2944,3.2944,3.2823,3.2847,3.2831,3.2871,3.2919,3.2581,3.2815,3.2839,3.2927,3.2992,2.6327,1.5295,3.2976,3.0260,3.2919,2.8390,1.9413,3.2919,3.0695,3.2927
3.5917,1782562479.4548,2929.744457,0.0000,0.0000,0.00000,3.1023,3.2621,3.2807,3.2847,3.2871,3.2952,3.2799,3.2976,3.2960,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2903,2.6650,1.5134,3.2879,3.0236,3.2911,2.8133,1.9381,3.2871,3.0736,3.2944
3.5931,1782562479.4561,2929.745658,0.0000,0.0000,0.00000,3.1062,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.2984,3.2968,3.2863,3.2903,2.6473,1.4900,3.2871,3.0099,3.2944,2.8181,1.9744,3.2952,3.0776,3.2952
3.5954,1782562479.4585,2929.748060,0.0000,0.0000,0.00000,3.1032,3.3000,3.3000,3.2992,3.2936,3.2911,3.2968,3.2903,3.2927,3.2807,3.2944,3.2597,3.2782,3.2855,3.2968,3.2992,2.6360,1.4651,3.2984,3.0018,3.2952,2.8608,2.0034,3.2968,3.0736,3.2919
3.5973,1782562479.4604,2929.749260,0.0000,0.0000,0.00000,3.1045,3.2952,3.2879,3.2903,3.2815,3.2903,3.2799,3.2903,3.2895,3.2984,3.3000,3.2863,3.2960,3.2976,3.3000,3.2968,2.6738,1.4667,3.2968,2.9785,3.2919,2.8761,2.0155,3.2895,3.0518,3.2927
3.5978,1782562479.4608,2929.750459,0.0000,0.0000,0.00000,3.1067,3.2799,3.2984,3.3000,3.3000,3.2960,3.2855,3.2968,3.2984,3.3000,3.2992,3.3000,3.3000,3.3000,3.2919,3.2887,2.6892,1.3885,3.2871,2.9591,3.2952,2.8713,2.0896,3.2863,3.0687,3.2976
3.5992,1782562479.4623,2929.750459,0.0000,0.0000,0.00000,3.1080,3.3000,3.3000,3.3000,3.2968,3.2944,3.3000,3.3000,3.2976,3.2855,3.2927,3.2653,3.2807,3.2823,3.2879,3.2952,2.6118,1.2144,3.3000,2.9317,3.2903,2.9752,2.3144,3.2976,3.0953,3.2911
3.6012,1782562479.4643,2929.751672,0.0000,0.0000,0.00000,3.1152,3.3000,3.2944,3.2952,3.2855,3.2879,3.2662,3.2847,3.2871,3.2960,3.2960,3.3000,3.3000,3.3000,3.3000,3.2968,2.5030,0.6930,3.2919,2.8874,3.2936,3.1340,2.9084,3.2855,3.1968,3.2960
3.6024,1782562479.4655,2929.752857,0.0000,0.0000,0.00000,3.1148,3.2734,3.2927,3.2936,3.3000,3.2952,3.2927,3.3000,3.3000,3.3000,3.2952,3.3000,3.3000,3.3000,3.2968,3.2936,2.3547,0.2216,3.2823,3.0462,3.2919,3.1646,3.2081,3.2927,3.2758,3.3000
3.6040,1782562479.4671,2929.754699,0.0000,0.0000,0.00000,3.1151,3.3000,3.3000,3.3000,3.2992,3.2919,3.3000,3.2927,3.2919,3.2807,3.2895,3.2645,3.2831,3.2815,3.2871,3.2984,2.2612,0.0999,3.2919,3.2275,3.2952,3.1840,3.2678,3.3000,3.2936,3.2960
3.6061,1782562479.4691,2929.755257,0.0000,0.0000,0.00000,3.1133,3.2984,3.2927,3.2952,3.2815,3.2871,3.2565,3.2839,3.2863,3.2871,3.2952,3.2718,3.2863,3.2887,3.2960,3.3000,2.1984,0.0741,3.2976,3.2468,3.2919,3.2605,3.2839,3.2911,3.2871,3.2936
3.6073,1782562479.4704,2929.756457,0.0000,0.0000,0.00000,3.1154,3.2621,3.2807,3.2863,3.2944,3.2968,3.2960,3.3000,3.3000,3.3000,3.2992,3.3000,3.3000,3.3000,3.2919,3.2871,2.1879,0.0661,3.2903,3.2396,3.2919,3.2508,3.2823,3.2911,3.2927,3.2976
3.6086,1782562479.4717,2929.758856,0.0000,0.0000,0.00000,3.1207,3.3000,3.3000,3.3000,3.2984,3.2944,3.3000,3.3000,3.3000,3.2887,3.2903,3.2984,3.2903,3.2919,3.2831,3.2927,2.1581,0.1112,3.2936,3.2976,3.2960,3.2492,3.2887,3.2992,3.3000,3.2952
3.6100,1782562479.4731,2929.759522,0.0000,0.0000,0.00000,3.1537,3.3000,3.2936,3.2952,3.2831,3.2895,3.2573,3.2823,3.2863,3.2903,3.2936,3.2758,3.2863,3.2871,3.3000,3.2992,2.3708,0.7857,3.2992,3.2952,3.2927,3.3000,3.3000,3.3000,3.2871,3.2919
3.6133,1782562479.4763,2929.761260,0.0000,0.0000,0.00000,3.1399,3.2573,3.2758,3.2839,3.2936,3.2960,3.2831,3.2968,3.2911,3.2984,3.3000,3.3000,3.3000,3.3000,3.2968,3.2911,2.4748,0.3505,3.2903,3.2855,3.2927,3.2903,3.2855,3.2879,3.2831,3.2936
3.6140,1782562479.4771,2929.761260,0.0000,0.0000,0.00000,3.1415,3.2863,3.3000,3.3000,3.3000,3.2944,3.3000,3.3000,3.3000,3.2911,3.2895,3.2516,3.2347,3.2871,3.2944,3.2984,2.5989,0.5649,3.0059,3.2919,3.2952,3.2702,3.2936,3.2944,3.3000,3.2960
3.6154,1782562479.4785,2929.764857,0.0000,0.0000,0.00000,3.1074,3.3000,3.2952,3.2968,3.2871,3.2911,3.2549,3.2823,3.2839,3.2919,3.2960,2.9325,2.2032,3.0284,3.2992,3.2944,2.7714,1.5706,2.6432,3.2911,3.2903,3.3000,3.3000,3.3000,3.2903,3.2919
3.6165,1782562479.4795,2929.764857,0.0000,0.0000,0.00000,3.1035,3.3000,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2992,3.2887,2.8697,1.5690,2.8471,3.2847,3.2911,2.8721,2.1734,2.6223,3.2952,3.2968,3.2839,3.2992,3.3000,3.3000,3.2992
3.6182,1782562479.4813,2929.766067,0.0000,0.0000,0.00000,3.0966,3.3000,3.2871,3.2919,3.2895,3.2871,3.3000,3.2871,3.2919,3.2895,3.2871,2.8278,1.5021,2.7802,3.3000,3.2968,2.8874,2.2403,2.5852,3.2984,3.2936,3.3000,3.3000,3.3000,3.3000,3.2911
3.6206,1782562479.4837,2929.768459,0.0000,0.0000,0.00000,3.0949,3.2847,3.3000,3.2968,3.3000,3.2984,3.2847,3.3000,3.2968,3.3000,3.2984,2.8527,1.5053,2.7464,3.2968,3.2927,2.9204,2.2411,2.5256,3.2911,3.2887,3.3000,3.2895,3.2903,3.2790,3.2936
3.6215,1782562479.4846,2929.768459,0.0000,0.0000,0.00000,3.0938,3.3000,3.3000,3.3000,3.3000,3.2927,3.3000,3.3000,3.3000,3.3000,3.2927,2.8697,1.4933,2.7262,3.2855,3.2927,2.8906,2.2411,2.5030,3.2952,3.2976,3.2782,3.2936,3.2936,3.3000,3.2984
3.6234,1782562479.4865,2929.770857,0.0000,0.0000,0.00000,3.0911,3.3000,3.3000,3.3000,3.2968,3.2903,3.2919,3.2903,3.2911,3.2807,3.2936,2.8221,1.4538,2.6980,3.2936,3.2984,2.8914,2.2959,2.5014,3.3000,3.2936,3.3000,3.3000,3.3000,3.3000,3.2944
3.6250,1782562479.4881,2929.770857,0.0000,0.0000,0.00000,3.0863,3.2662,3.2831,3.2863,3.2911,3.2927,3.2662,3.2831,3.2863,3.2911,3.2927,2.7963,1.3893,2.6545,3.2968,3.2919,2.9551,2.4047,2.5095,3.2871,3.2903,3.2952,3.2863,3.2887,3.2815,3.2903
3.6263,1782562479.4894,2929.772057,0.0000,0.0000,0.00000,3.0921,3.2839,3.2976,3.3000,3.3000,3.2992,3.3000,3.3000,3.3000,3.3000,3.2952,2.8028,1.2241,2.5707,3.2823,3.2911,2.9873,2.5683,2.5618,3.2911,3.2919,3.2742,3.2895,3.2919,3.3000,3.2992
3.6276,1782562479.4907,2929.773256,0.0000,0.0000,0.00000,3.0895,3.3000,3.3000,3.3000,3.2944,3.2919,3.3000,3.2903,3.2919,3.2807,3.2960,2.7641,1.0968,2.4264,3.2952,3.2968,2.9591,2.7206,2.6666,3.2960,3.2936,3.2895,3.2919,3.2968,3.3000,3.3000
3.6297,1782562479.4928,2929.775169,0.0000,0.0000,0.00000,3.0784,3.2670,3.2839,3.2863,3.2887,3.2927,3.2710,3.2863,3.2871,3.2992,3.2984,2.7754,0.8961,2.2959,3.2484,3.2919,2.9374,2.8955,2.7327,3.2533,3.2903,3.3000,3.3000,3.3000,3.2919,3.2911
3.6323,1782562479.4954,2929.776856,0.0000,0.0000,0.00000,3.0818,3.2734,3.2871,3.2960,3.3000,3.2984,3.3000,3.3000,3.3000,3.3000,3.2936,2.8213,0.8051,2.1146,3.2637,3.2887,2.9075,2.9583,2.9374,3.2790,3.2936,3.2597,3.2871,3.2952,3.2960,3.2903
3.6333,1782562479.4963,2929.776856,0.0000,0.0000,0.00000,3.0823,3.3000,3.3000,3.3000,3.3000,3.2968,3.3000,3.2936,3.2968,3.2855,3.2911,2.8100,0.6850,1.8914,3.2847,3.2968,2.8890,3.0647,3.0873,3.2976,3.2968,3.2984,3.2992,3.3000,3.3000,3.2936
3.6352,1782562479.4982,2929.778067,0.0000,0.0000,0.00000,3.0717,3.2984,3.2895,3.2871,3.2863,3.2919,3.2573,3.2895,3.2839,3.2903,3.2976,2.7689,0.5955,1.7157,3.2976,3.2936,2.9390,3.1251,3.1372,3.2887,3.2903,3.3000,3.2927,3.2968,3.2879,3.2911
3.6370,1782562479.5001,2929.780476,0.0000,0.0000,0.00000,3.0614,3.2678,3.2903,3.2944,3.3000,3.3000,3.2927,3.3000,3.3000,3.3000,3.3000,2.7633,0.4601,1.3917,3.2871,3.2879,2.9889,3.1912,3.2194,3.2903,3.2936,3.2581,3.2839,3.2863,3.2911,3.2968
3.6375,1782562479.5006,2929.781656,0.0000,0.0000,0.00000,3.0448,3.2992,3.3000,3.2992,3.2831,3.2927,3.3000,3.2936,3.2936,3.2831,3.2927,2.7246,0.3522,1.0404,3.2936,3.2927,2.9599,3.2105,3.2500,3.2992,3.2952,3.2766,3.2952,3.2936,3.3000,3.3000
3.6386,1782562479.5017,2929.781656,0.0000,0.0000,0.00000,3.0304,3.3000,3.2927,3.2960,3.2863,3.2976,3.2718,3.2855,3.2855,3.2863,3.2976,2.6642,0.2974,0.7567,3.2944,3.2919,2.9922,3.2291,3.2686,3.2936,3.2903,3.3000,3.3000,3.3000,3.2903,3.2927
3.6406,1782562479.5037,2929.782856,0.0000,0.0000,0.00000,3.0204,3.2605,3.2847,3.2839,3.2944,3.2960,3.2839,3.2968,3.3000,3.3000,3.2984,2.6336,0.2611,0.5657,3.2952,3.2919,3.0518,3.2404,3.2718,3.2911,3.2984,3.2637,3.2839,3.2863,3.2831,3.2936
3.6420,1782562479.5051,2929.784055,0.0000,0.0000,0.00000,3.0195,3.2944,3.3000,3.3000,3.3000,3.2992,3.3000,3.3000,3.2992,3.2855,3.2911,2.6182,0.2530,0.4593,3.2807,3.2871,3.0155,3.2436,3.2815,3.3000,3.2968,3.2855,3.2976,3.3000,3.3000,3.2984
3.6443,1782562479.5074,2929.786465,0.0000,0.0000,0.00000,3.0132,3.2597,3.2847,3.2790,3.2984,3.3000,3.2678,3.2863,3.2911,3.3000,3.3000,2.6110,0.3417,0.3586,3.2855,3.2839,3.0542,3.2178,3.2790,3.2903,3.2944,3.2879,3.2903,3.2927,3.2831,3.2936
3.6456,1782562479.5087,2929.787655,0.0000,0.0000,0.00000,3.0190,3.3000,3.3000,3.3000,3.3000,3.2968,3.3000,3.3000,3.3000,3.2903,3.2895,2.6134,0.4158,0.3223,3.2823,3.2863,3.0623,3.1888,3.2807,3.2936,3.2960,3.2774,3.2895,3.2927,3.3000,3.2968
3.6481,1782562479.5112,2929.788855,0.0000,0.0000,0.00000,3.0247,3.3000,3.3000,3.3000,3.2968,3.2903,3.2903,3.2895,3.2960,3.2847,3.2879,2.5167,0.5069,0.3030,3.2952,3.2911,3.1622,3.2339,3.2944,3.2944,3.2919,3.3000,3.3000,3.3000,3.3000,3.2919
3.6493,1782562479.5124,2929.790063,0.0000,0.0000,0.00000,3.0268,3.2613,3.2823,3.2863,3.2919,3.2927,3.2766,3.2871,3.2936,3.3000,3.2976,2.5159,0.6068,0.2941,3.2839,3.2871,3.2541,3.2468,3.2903,3.2911,3.2927,3.2847,3.2919,3.2863,3.2815,3.2944
3.6506,1782562479.5137,2929.792459,0.0000,0.0000,0.00000,3.0345,3.2839,3.2984,3.2944,3.3000,3.2984,3.3000,3.3000,3.3000,3.2944,3.2927,2.5312,0.6890,0.2829,3.2807,3.2903,3.2379,3.2404,3.2895,3.2968,3.2960,3.2790,3.2927,3.2952,3.3000,3.2992
3.6520,1782562479.5151,2929.793670,0.0000,0.0000,0.00000,3.0404,3.3000,3.2968,3.2952,3.2871,3.2927,3.3000,3.2968,3.3000,3.2895,3.2927,2.5119,0.8429,0.2821,3.2911,3.2911,3.2251,3.2323,3.2960,3.3000,3.2952,3.3000,3.3000,3.3000,3.2984,3.2927
3.6531,1782562479.5161,2929.794544,0.0000,0.0000,0.00000,3.0460,3.2694,3.2839,3.2903,3.2871,3.2944,3.2766,3.2871,3.2887,3.2992,3.3000,2.5312,1.0597,0.2788,3.2903,3.2927,3.2799,3.2259,3.2919,3.2895,3.2911,3.2927,3.2855,3.2871,3.2823,3.2936
3.6553,1782562479.5184,2929.795715,0.0000,0.0000,0.00000,3.0510,3.2847,3.2855,3.2952,3.3000,3.2927,3.3000,3.2968,3.3000,3.3000,3.2927,2.5618,1.1540,0.2756,3.2790,3.2879,3.2541,3.2114,3.2863,3.2927,3.2960,3.2694,3.2847,3.2871,3.2911,3.2960
3.6563,1782562479.5194,2929.796062,0.0000,0.0000,0.00000,3.0551,3.3000,3.3000,3.3000,3.3000,3.2903,3.3000,3.3000,3.3000,3.2879,3.2911,2.5288,1.1758,0.2740,3.2919,3.2952,3.2420,3.2186,3.2936,3.2992,3.2968,3.3000,3.3000,3.3000,3.3000,3.2936
3.6574,1782562479.5205,2929.797266,0.0000,0.0000,0.00000,3.0618,3.3000,3.2871,3.2847,3.2847,3.2976,3.2782,3.2960,3.2936,3.3000,3.2984,2.5457,1.4368,0.2732,3.2944,3.2887,3.2782,3.2049,3.2879,3.2871,3.2919,3.2863,3.2903,3.2919,3.2782,3.2895
3.6592,1782562479.5223,2929.799655,0.0000,0.0000,0.00000,3.0639,3.2815,3.2903,3.2871,3.2927,3.2992,3.2976,3.2984,3.2992,3.3000,3.2992,2.6021,1.4207,0.2643,3.2807,3.2871,3.2831,3.1993,3.2919,3.2903,3.2960,3.2694,3.2863,3.2871,3.2936,3.2992
3.6602,1782562479.5232,2929.800503,0.0000,0.0000,0.00000,3.0647,3.3000,3.2952,3.2992,3.2871,3.2911,3.3000,3.2952,3.2992,3.2871,3.2911,2.6037,1.4417,0.2627,3.2863,3.2919,3.2331,3.1735,3.2871,3.2992,3.2976,3.2984,3.2992,3.3000,3.3000,3.2976
3.6614,1782562479.5245,2929.800856,0.0000,0.0000,0.00000,3.0642,3.2879,3.2839,3.2847,3.2911,3.2960,3.2573,3.2839,3.2847,3.2911,3.2960,2.5852,1.5819,0.2530,3.2927,3.2871,3.2484,3.1630,3.2936,3.2952,3.2936,3.2968,3.2871,3.2903,3.2863,3.2936
3.6635,1782562479.5265,2929.803275,0.0000,0.0000,0.00000,3.0702,3.2936,3.3000,3.2992,3.3000,3.2984,3.2936,3.3000,3.2992,3.3000,3.2984,2.6368,1.5964,0.2482,3.2807,3.2879,3.2758,3.1711,3.2887,3.2879,3.2927,3.2581,3.2863,3.2847,3.2831,3.2952
3.6647,1782562479.5278,2929.803275,0.0000,0.0000,0.00000,3.0700,3.3000,3.3000,3.3000,3.2895,3.2936,3.3000,3.3000,3.3000,3.2895,3.2936,2.6352,1.5730,0.2426,3.2863,3.2887,3.2339,3.1477,3.2911,3.2992,3.2960,3.2911,3.3000,3.3000,3.3000,3.2992
3.6661,1782562479.5292,2929.804462,0.0000,0.0000,0.00000,3.0639,3.2573,3.2823,3.2855,3.2903,3.2911,3.2573,3.2823,3.2855,3.2903,3.2911,2.6078,1.5569,0.2466,3.2919,3.2903,3.2718,3.1614,3.2919,3.2952,3.2944,3.3000,3.3000,3.3000,3.2871,3.2879
3.6683,1782562479.5314,2929.806854,0.0000,0.0000,0.00000,3.0640,3.2782,3.2903,3.2952,3.2992,3.2927,3.2782,3.2903,3.2952,3.2992,3.2927,2.6593,1.5126,0.2410,3.2815,3.2871,3.2790,3.1517,3.2847,3.2887,3.2927,3.2573,3.2823,3.2831,3.2919,3.2960
3.6695,1782562479.5326,2929.808063,0.0000,0.0000,0.00000,3.0682,3.3000,3.3000,3.3000,3.2936,3.2879,3.3000,3.3000,3.3000,3.2936,3.2879,2.6795,1.5166,0.2361,3.2782,3.2895,3.2412,3.1461,3.2863,3.2992,3.2984,3.2799,3.2944,3.2976,3.3000,3.2984
3.6706,1782562479.5337,2929.809260,0.0000,0.0000,0.00000,3.0670,3.3000,3.2944,3.2895,3.2863,3.2944,3.2863,3.2863,3.2839,3.2871,3.2936,2.6569,1.5271,0.2401,3.2911,3.2911,3.2460,3.1622,3.2976,3.2984,3.2936,3.3000,3.2952,3.2968,3.2855,3.2927
3.6720,1782562479.5351,2929.809260,0.0000,0.0000,0.00000,3.0681,3.2895,3.2976,3.2936,3.3000,3.3000,3.2895,3.2976,3.2936,3.3000,3.3000,2.6851,1.5142,0.2369,3.2919,3.2887,3.2839,3.1509,3.2863,3.2871,3.2936,3.2702,3.2839,3.2903,3.2863,3.2919
3.6730,1782562479.5361,2929.811340,0.0000,0.0000,0.00000,3.0684,3.2911,3.3000,3.3000,3.3000,3.2960,3.3000,3.3000,3.3000,3.2960,3.2944,2.7391,1.5021,0.2297,3.2823,3.2903,3.2484,3.1147,3.2807,3.2968,3.3000,3.2742,3.2863,3.2903,3.3000,3.2968
3.6742,1782562479.5373,2929.811653,0.0000,0.0000,0.00000,3.0664,3.3000,3.2944,3.2944,3.2807,3.2927,3.2581,3.2823,3.2863,3.2871,3.2952,2.7278,1.4997,0.2361,3.2919,3.2919,3.2379,3.1284,3.2871,3.3000,3.2952,3.3000,3.3000,3.3000,3.3000,3.2936
3.6752,1782562479.5383,2929.813785,0.0000,0.0000,0.00000,3.0677,3.2629,3.2847,3.2799,3.2839,3.3000,3.2863,3.2992,3.2976,3.2992,3.2968,2.7633,1.5158,0.2385,3.2823,3.2863,3.2839,3.1203,3.2807,3.2903,3.2927,3.2895,3.2895,3.2895,3.2847,3.2936
3.6758,1782562479.5388,2929.815253,0.0000,0.0000,0.00000,3.0718,3.2847,3.2968,3.2944,3.3000,3.2984,3.3000,3.3000,3.3000,3.2936,3.2903,2.8060,1.5859,0.2353,3.2790,3.2911,3.2444,3.0711,3.2758,3.2952,3.2984,3.2790,3.2927,3.2919,3.2944,3.2960
3.6771,1782562479.5401,2929.816118,0.0000,0.0000,0.00000,3.0739,3.3000,3.3000,3.3000,3.2936,3.2919,3.2936,3.2903,3.2919,3.2855,3.2903,2.7826,1.6270,0.2385,3.2919,3.2919,3.2307,3.0784,3.2831,3.2952,3.2968,3.3000,3.3000,3.3000,3.3000,3.2936
3.6792,1782562479.5423,2929.817654,0.0000,0.0000,0.00000,3.0676,3.2734,3.2839,3.2863,3.2944,3.2944,3.2525,3.2807,3.2863,3.3000,3.3000,2.8310,1.5424,0.2393,3.2887,3.2895,3.2734,3.0542,3.2823,3.2919,3.2927,3.2984,3.2903,3.2871,3.2847,3.2927
3.6801,1782562479.5432,2929.817654,0.0000,0.0000,0.00000,3.0713,3.2766,3.2903,3.2944,3.3000,3.2976,3.3000,3.2992,3.3000,3.3000,3.2976,2.8624,1.5545,0.2377,3.2790,3.2903,3.2388,3.0502,3.2782,3.2984,3.2952,3.2742,3.2879,3.2887,3.2944,3.2976
3.6812,1782562479.5443,2929.820062,0.0000,0.0000,0.00000,3.0722,3.3000,3.3000,3.2968,3.2911,3.2960,3.2903,3.2871,3.2887,3.2839,3.2936,2.8576,1.5513,0.2353,3.2919,3.2895,3.2307,3.0462,3.2847,3.3000,3.2952,3.3000,3.2992,3.3000,3.3000,3.2960
3.6820,1782562479.5451,2929.821254,0.0000,0.0000,0.00000,3.0663,3.2653,3.2831,3.2871,3.2855,3.2952,3.2686,3.2831,3.2863,3.2952,3.2984,2.8793,1.6198,0.2474,3.2919,3.1396,3.2758,3.0558,3.2790,3.2919,3.2645,3.3000,3.2919,3.2960,3.2871,3.2895
3.6832,1782562479.5463,2929.822113,0.0000,0.0000,0.00000,3.0688,3.2799,3.2903,3.2936,3.3000,3.2968,3.3000,3.3000,3.3000,3.3000,3.2952,2.9559,1.6222,0.2466,3.2807,3.0760,3.2549,3.0486,3.2750,3.2960,3.2613,3.2726,3.2863,3.2903,3.2992,3.3000
3.6842,1782562479.5473,2929.822454,0.0000,0.0000,0.00000,3.0691,3.3000,3.3000,3.3000,3.3000,3.2911,3.3000,3.2984,3.2960,3.2831,3.2903,2.9632,1.5956,0.2538,3.2863,3.0816,3.2460,3.0147,3.2790,3.3000,3.2525,3.3000,3.3000,3.3000,3.3000,3.2960
3.6861,1782562479.5492,2929.824855,0.0000,0.0000,0.00000,3.0675,3.2782,3.2847,3.2815,3.2887,3.2960,3.2589,3.2847,3.2815,3.2887,3.2960,2.9366,1.6826,0.2643,3.2944,3.0784,3.2831,3.0333,3.2686,3.2871,3.2516,3.3000,3.2968,3.2960,3.2847,3.2911
3.6870,1782562479.5500,2929.824855,0.0000,0.0000,0.00000,3.0691,3.3000,3.3000,3.3000,3.3000,3.2919,3.3000,3.3000,3.3000,3.3000,3.2919,3.0123,1.5827,0.2708,3.2815,3.0679,3.2863,3.0196,3.2662,3.2911,3.2500,3.2581,3.2855,3.2855,3.2895,3.2960
3.6877,1782562479.5508,2929.826054,0.0000,0.0000,0.00000,3.0715,3.3000,3.3000,3.3000,3.3000,3.2952,3.3000,3.2944,3.2952,3.2871,3.2927,3.0179,1.5851,0.2796,3.2919,3.0671,3.2508,3.0284,3.2702,3.3000,3.2525,3.2863,3.2976,3.2992,3.3000,3.2960
3.6884,1782562479.5515,2929.828091,0.0000,0.0000,0.00000,3.0656,3.3000,3.2871,3.2903,3.2831,3.2927,3.2653,3.2847,3.2807,3.2887,3.3000,3.0623,1.6061,0.2974,3.2968,2.9067,3.2823,3.0389,3.2662,3.2936,3.2355,3.3000,3.3000,3.3000,3.2903,3.2903
3.6891,1782562479.5522,2929.829663,0.0000,0.0000,0.00000,3.0646,3.2629,3.2847,3.2887,3.2976,3.2976,3.2863,3.2960,3.2968,3.3000,3.2968,3.1517,1.6472,0.3062,3.2807,2.8092,3.3000,3.0171,3.2557,3.2879,3.2428,3.2581,3.2799,3.2839,3.2911,3.2968
3.6912,1782562479.5542,2929.830855,0.0000,0.0000,0.00000,3.0630,3.3000,3.3000,3.3000,3.2992,3.2960,3.3000,3.3000,3.3000,3.2903,3.2919,3.1686,1.5529,0.3159,3.2863,2.7198,3.2597,3.0147,3.2549,3.3000,3.2259,3.3000,3.3000,3.2992,3.3000,3.3000
3.6921,1782562479.5551,2929.832063,0.0000,0.0000,0.00000,3.0582,3.3000,3.2960,3.2927,3.2855,3.2919,3.2605,3.2839,3.2895,3.2871,3.2911,3.1759,1.6166,0.3328,3.2944,2.5409,3.3000,3.0816,3.2581,3.2960,3.2065,3.3000,3.3000,3.2984,3.2863,3.2903
3.6926,1782562479.5557,2929.833254,0.0000,0.0000,0.00000,3.0580,3.2621,3.2855,3.2847,3.2936,3.2960,3.2863,3.2968,3.2968,3.3000,3.2992,3.2307,1.6786,0.3368,3.2887,2.4837,3.3000,3.0792,3.2468,3.2871,3.2041,3.2605,3.2839,3.2839,3.2879,3.2968
3.6934,1782562479.5565,2929.833254,0.0000,0.0000,0.00000,3.0585,3.3000,3.3000,3.3000,3.3000,3.2936,3.3000,3.3000,3.3000,3.2879,3.2936,3.2790,1.6182,0.3352,3.2790,2.4264,3.2613,3.0655,3.2476,3.2976,3.2049,3.2855,3.2936,3.2968,3.3000,3.2960
